"/imudata/orientation/x_x","/imudata/orientation/x_y"
79.59375215,-0.7915349603,
79.67575216,-0.809220314,
79.75775218,-0.8727780581,
79.84075212,-0.8073147535,
79.92375207,-0.8210598826,
80.00575209,-0.8247184157,
80.08875203,-0.9272742271,
80.17175198,-0.8653997779,
80.25375199,-0.6713320613,
80.33675218,-0.8192690611,
80.41975212,-0.5858059525,
80.50175214,-0.6122354269,
80.58475208,-0.7577358484,
80.66775203,-0.7858626246,
80.74975204,-0.6623330116,
80.83275199,-0.6540654898,
80.91575217,-0.6516596079,
80.99675202,-0.6393834949,
81.07975221,-0.8160908222,
81.16275215,-1.000516176,
81.24775219,-0.7241457105,
81.3312211,-0.6860366464,
81.41422129,-0.9212502241,
81.4962213,-0.9561210275,
81.57922125,-0.5764220953,
81.66222119,-0.5119249225,
81.74422121,-1.018050671,
81.82722116,-0.7111352682,
81.9102211,-0.716438055,
81.99222112,-0.8644567728,
82.0752213,-0.8316296935,
82.15822124,-0.7924200892,
82.24022126,-1.021297932,
82.32322121,-0.8197603226,
82.40522122,-0.8566198945,
82.48722124,-0.8170597553,
82.57022119,-0.6272598505,
82.65322113,-0.441149503,
82.73522115,-0.4399579763,
82.81822109,-1.09266746,
82.90122128,-0.840184629,
82.98322129,-0.7773990035,
83.06622124,-0.7919440269,
83.14922118,-0.9945943356,
83.23222113,-1.054566622,
83.31422114,-0.641590476,
83.39722109,-0.9500661492,
83.48022127,-0.9221513867,
83.56222129,-0.7507693768,
83.64522123,-0.8594933748,
83.72722125,-0.8256029487,
83.81222129,-0.4755086005,
83.89584398,-0.5755483508,
83.977844,-0.7408348322,
84.06084418,-0.9176703095,
84.14384413,-1.001328349,
84.22584414,-0.5081170797,
84.30884409,-0.7876374125,
84.39184403,-0.9599382877,
84.47384405,-0.9111804962,
84.556844,-0.90710783,
84.63984418,-0.552519381,
84.72284412,-0.8359414339,
84.80484414,-0.7679089308,
84.88784409,-0.7100522518,
84.97084403,-0.9426937699,
85.05284405,-0.5696141124,
85.13484406,-0.6996840835,
85.21784401,-0.862626195,
85.29984403,-0.8292658329,
85.38284397,-1.006051183,
85.46584415,-0.7755827904,
85.54784417,-0.9081525803,
85.63084412,-0.5381510258,
85.71384406,-0.7720258236,
85.79584408,-0.75099051,
85.87884402,-0.6316529512,
85.96184397,-0.5611472726,
86.04384398,-0.6742846966,
86.12684417,-0.9060211778,
86.20984411,-1.021975756,
86.29284406,-0.6443400383,
86.3778441,-0.8177859783,
86.46477103,-0.9445293546,
